SampleID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_2625	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2625
ASV_2626	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2626
ASV_2627	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2627
ASV_2628	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2628
ASV_2629	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2629
ASV_2630	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2630
ASV_2631	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2631
ASV_2632	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2632
ASV_2633	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2633
ASV_2634	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2634
ASV_2635	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2635
ASV_2636	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2636
ASV_2637	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2637
ASV_2638	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2638
ASV_2639	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2639
ASV_2640	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2640
ASV_2641	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2641
ASV_2642	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2642
ASV_2643	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2643
ASV_2644	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2644
ASV_2645	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2645
ASV_2646	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2646
ASV_2647	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2647
ASV_2648	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2648
ASV_2649	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2649
ASV_2650	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2650
ASV_2651	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2651
ASV_2652	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2652
ASV_2653	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2653
ASV_2654	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2654
ASV_2655	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2655
ASV_2656	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2656
ASV_2657	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2657
ASV_2658	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2658
ASV_2659	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2659
ASV_2660	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2660
ASV_2661	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2661
ASV_2662	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2662
ASV_2663	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2663
ASV_2664	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2664
ASV_2665	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2665
ASV_2666	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2666
ASV_2667	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2667
ASV_2668	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2668
ASV_2669	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2669
ASV_2670	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2670
ASV_2671	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2671
ASV_2672	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2672
ASV_2673	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2673
ASV_2674	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2674
ASV_2675	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2675
ASV_2676	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2676
ASV_2677	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2677
ASV_2678	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2678
ASV_2679	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2679
ASV_2680	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2680
ASV_2681	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2681
ASV_2682	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2682
ASV_2683	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2683
ASV_2684	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2684
ASV_2685	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2685
ASV_2686	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2686
ASV_2687	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2687
ASV_2688	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2688
ASV_2689	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2689
ASV_2690	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2690
ASV_2691	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2691
ASV_2692	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2692
ASV_2693	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2693
ASV_2694	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2694
ASV_2695	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2695
ASV_2696	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2696
ASV_2697	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2697
ASV_2698	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2698
ASV_2699	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2699
ASV_2700	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2700
ASV_2701	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2701
ASV_2702	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2702
ASV_2703	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2703
ASV_2704	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2704
ASV_2705	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2705
ASV_2706	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2706
ASV_2707	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2707
ASV_2708	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2708
ASV_2709	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2709
ASV_2710	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2710
ASV_2711	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2711
ASV_2712	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2712
ASV_2713	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2713
ASV_2714	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2714
ASV_2715	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2715
ASV_2716	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2716
ASV_2717	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2717
ASV_2718	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2718
ASV_2719	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2719
ASV_2720	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2720
ASV_2721	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2721
ASV_2722	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2722
ASV_2723	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2723
ASV_2724	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2724
ASV_2725	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2725
ASV_2726	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2726
ASV_2727	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2727
ASV_2728	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2728
ASV_2729	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2729
ASV_2730	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2730
ASV_2731	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2731
ASV_2732	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2732
ASV_2733	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2733
ASV_2734	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2734
ASV_2735	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2735
ASV_2736	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2736
ASV_2737	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2737
ASV_2738	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2738
ASV_2739	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2739
ASV_2740	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2740
ASV_2741	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2741
ASV_2742	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2742
ASV_2743	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2743
ASV_2744	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2744
ASV_2745	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2745
ASV_2746	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2746
ASV_2747	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2747
ASV_2748	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2748
ASV_2749	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2749
ASV_2750	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2750
ASV_2751	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2751
ASV_2752	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2752
ASV_2753	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2753
ASV_2754	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2754
ASV_2755	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2755
ASV_2756	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2756
ASV_2757	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2757
ASV_2758	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2758
ASV_2759	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2759
ASV_2760	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2760
ASV_2761	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2761
ASV_2762	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2762
ASV_2763	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2763
ASV_2764	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2764
ASV_2765	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2765
ASV_2766	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2766
ASV_2767	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2767
ASV_2768	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2768
ASV_2769	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2769
ASV_2770	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2770
ASV_2771	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2771
ASV_2772	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2772
ASV_2773	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2773
ASV_2774	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2774
ASV_2775	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2775
ASV_2776	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2776
ASV_2777	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2777
ASV_2778	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2778
ASV_2779	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2779
ASV_2780	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2780
ASV_2781	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2781
ASV_2782	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2782
ASV_2783	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2783
ASV_2784	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2784
ASV_2785	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2785
ASV_2786	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2786
ASV_2787	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2787
ASV_2788	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2788
ASV_2789	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2789
ASV_2790	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2790
ASV_2791	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2791
ASV_2792	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2792
ASV_2793	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2793
ASV_2794	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2794
ASV_2795	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2795
ASV_2796	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2796
ASV_2797	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2797
ASV_2798	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2798
ASV_2799	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2799
ASV_2800	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2800
ASV_2801	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2801
ASV_2802	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2802
ASV_2803	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2803
ASV_2804	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2804
ASV_2805	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2805
ASV_2806	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2806
ASV_2807	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2807
ASV_2808	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2808
ASV_2809	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2809
ASV_2810	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2810
ASV_2811	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2811
ASV_2812	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2812
ASV_2813	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2813
ASV_2814	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2814
ASV_2815	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2815
ASV_2816	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2816
ASV_2817	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2817
ASV_2818	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2818
ASV_2819	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2819
ASV_2820	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2820
ASV_2821	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2821
ASV_2822	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2822
ASV_2823	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2823
ASV_2824	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2824
ASV_2825	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2825
ASV_2826	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2826
ASV_2827	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2827
ASV_2828	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2828
ASV_2829	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2829
ASV_2830	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2830
ASV_2831	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2831
ASV_2832	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2832
ASV_2833	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2833
ASV_2834	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2834
ASV_2835	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2835
ASV_2836	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2836
ASV_2837	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2837
ASV_2838	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2838
ASV_2839	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2839
ASV_2840	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2840
ASV_2841	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2841
ASV_2842	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2842
ASV_2843	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2843
ASV_2844	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2844
ASV_2845	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2845
ASV_2846	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2846
ASV_2847	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2847
ASV_2848	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2848
ASV_2849	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2849
ASV_2850	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2850
ASV_2851	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2851
ASV_2852	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2852
ASV_2853	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2853
ASV_2854	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2854
ASV_2855	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2855
ASV_2856	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2856
ASV_2857	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2857
ASV_2858	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2858
ASV_2859	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2859
ASV_2860	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2860
ASV_2861	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2861
ASV_2862	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2862
ASV_2863	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2863
ASV_2864	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2864
ASV_2865	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2865
ASV_2866	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2866
ASV_2867	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2867
ASV_2868	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2868
ASV_2869	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2869
ASV_2870	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2870
ASV_2871	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2871
ASV_2872	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2872
ASV_2873	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2873
ASV_2874	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2874
ASV_2875	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2875
ASV_2876	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2876
ASV_2877	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2877
