"","FLD0194_30_05_2006_2b","FLD0195_13_06_2006_1c","FLD0196_13_06_2006_2c","FLD0197_27_06_2006_1","FLD0198_27_06_2006_2","FLD0199_12_07_2006_1b","FLD0200_12_07_2006_2b","FLD0202_02_08_2006_1b","FLD0203_02_08_2006_2b","FLD0212_15_08_2006_1a","FLD0205_15_08_2006_2a","FLD0206_22_08_2006_1","FLD0207_22_08_2006_2","FLD0208_05_09_2006_1","FLD0209_05_09_2006_2","FLD0210_12_09_2006_1a","FLD0211_12_09_2006_2b","FLD0213_26_09_2006_2a","FLD0214_10_10_2006_1","FLD0215_16_10_2006_1b","FLD0216_16_10_2006_2b","FLD0219_06_07_2007_1","FLD0220_06_07_2007_2","FLD0221_02_08_2007_1","FLD0222_02_08_2007_2","FLD0223_22_08_2007_1","FLD0224_22_08_2007_2","FLD0225_05_09_2007_1","FLD0226_05_09_2007_2","FLD0227_19_09_2007_1","FLD0228_19_09_2007_2","FLD0229_26_09_2007_1","FLD0230_26_09_2007_2","FLD0231_10_10_2007_1","FLD0232_22_05_2008_1","FLD0233_01_06_2008_1","FLD0234_01_06_2008","FLD0236_25_06_2008_a","FLD0237_25_06_2008_b","FLD0238_02_07_2008","FLD0239_15_07_2008_1","FLD0240_15_07_2008_2","FLD0241_04_08_2008_4b","FLD0242_04_08_2008_2b","FLD0243_18_08_2008_4d","FLD0244_24_08_2008_2","FLD0245_29_08_2008_1","FLD0246_29_08_2008_2","FLD0248_03_09_2008_2b","FLD0249_17_09_2008_1d","FLD0250_17_09_2008_3b","FLD0251_07_10_2008_5b","FLD0252_07_10_2008_6b","FLD0253_27_10_2008_1","FLD0254_27_10_2008_2","FLD0255_20_05_2009_1","FLD0256_20_05_2009_2","FLD0257_17_06_2009_1","FLD0258_17_06_2009_2","FLD0259_08_07_2009_1","FLD0260_08_07_2009_2","FLD0261_12_07_2009_1b","FLD0262_12_07_2009_2b","FLD0263_25_07_2009_b","FLD0264_25_07_2009_p2","FLD0265_29_07_2009_1","FLD0266_08_08_2009_p2","FLD0267_22_08_2009_1","FLD0268_22_08_2009_p1","FLD0269_02_09_2009_1","FLD0270_02_09_2009_2","FLD0271_16_09_2009_1","FLD0272_16_09_2009_2","FLD0273_23_09_2009_1","FLD0274_23_09_2009_2","FLD0275_15_10_2009_1","FLD0276_15_10_2009_p2","FLD0277_05_05_2010_1","FLD0278_05_05_2010_2","FLD0279_16_06_2010_1","FLD0280_16_06_2010_2","FLD0281_05_07_2010_1","FLD0282_12_07_2010_1","FLD0283_12_07_2010_2","FLD0284_26_07_2010_1","FLD0285_10_08_2010_1","FLD0286_10_08_2010_2","FLD0289_22_08_2010_1","FLD0290_16_09_2010_1","FLD0291_16_09_2010_2","FLD0292_19_10_2010_1","FLD0293_19_10_2010_2","FLD0294_15_05_2011_1","FLD0295_15_05_2011_2","FLD0297_21_06_2011_1","FLD0298_21_06_2011_2","FLD0299_05_07_2011_1","FLD0300_05_07_2011_2","FLD0301_19_07_2011_1","FLD0302_19_07_2011_2","FLD0303_09_08_2011_1","FLD0304_09_08_2011_2","FLD0305_23_08_2011_1","FLD0306_23_08_2011_2","FLD0307_12_09_2011_1","FLD0308_12_09_2011_2","FLD0309_12_10_2011_1","FLD0310_12_10_2011_2","FLD0311_24_04_2012_1","FLD0312_07_06_2012_1","FLD0313_07_06_2012_2","FLD0314_20_07_2012_1","FLD0315_20_07_2012_2","FLD0316_14_08_2012_1","FLD0317_14_08_2012_2","FLD0318_17_09_2012_1","FLD0319_17_09_2012_2","FLD0320_17_10_2012_1","FLD0321_17_10_2012_2","FLD0323_05_06_2013_1","FLD0324_05_06_2013_2","FLD0325_03_07_2013_1","FLD0326_03_07_2013_2","FLD0327_16_08_2013_1","FLD0328_16_08_2013_2","FLD0329_27_08_2013_1","FLD0330_17_09_2013_1","FLD0331_17_09_2013_2","FLD0332_23_10_2013_1","FLD0333_23_10_2013_2","FLD0334_19_03_2015_p1","FLD0335_19_03_2015_p2","FLD0338_30_06_2015_p1","FLD0339_30_06_2015_L2","FLD0340_16_07_2015_p1","FLD0341_16_07_2015_L1","FLD0342_28_07_2015_1","FLD0344_30_07_2015_1","FLD0347_04_08_2015_1","FLD0351_10_08_2015_1","FLD0353_12_08_2015_1","FLD0355_13_08_2015_1","FLD0356_13_08_2015_2","FLD0357_03_09_2015_2","FLD0358_16_09_2015_1","FLD0359_16_09_2015_2","FLD0360_21_10_2015_1","FLD0361_21_10_2015_2","FLD0362_19_07_2016","FLD0363_20_07_2016","FLD0364_25_07_2016","FLD0365_27_07_2016","FLD0366_01_08_2016","FLD0367_09_08_2016","FLD0368_18_08_2016","FLD0369_23_08_2016","FLD0370_03_09_2016","FLD0371_15_09_2016","FLD0372_22_09_2016","FLD0373_25_10_2016"
"ASV_388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,29,88,114,0,0,0,0,0,20,0,0,0,0,0,0,28,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,0,0,0,0,37,0,50,0,62,48,43,14,0,0,17,23,0,24,12,30,29,23,0,0,23,0,22,0
"ASV_538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,37,12,53,42,0,0,0,40,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,88,0,0,0,0,16,0,0,0,0,0,0,0,0,0,11,0,0,14,9,18,0,15,14,0,0,7,0,0,17,36,52,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_353",0,0,0,0,0,0,48,0,28,0,0,0,0,33,0,0,0,0,0,0,20,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,38,0,152,33,0,0,0,0,0,0,23,0,23,22,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,41,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,27,0,637
"ASV_586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,16,0,0,0,0,17,0,12,0,0,0,0,0,7,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,20,14,50,23,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,12,16,26,24,22,12,17,9,9,0
"ASV_199",0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,40,35,0,0,62,0,23,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,40,142,169,292,123,181,155,318,236,302,40,36,49,0,0,0,15,23,0,0,52,0,22,0,30,0,70
"ASV_345",0,0,0,0,0,0,0,0,47,46,21,92,26,49,57,0,64,58,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,92,39,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,92,53,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,48,0,0,0,0,0,0,0,0,0,0,0,521
"ASV_162",0,0,0,0,0,41,52,30,0,30,0,54,37,34,26,0,0,21,0,14,36,0,49,192,270,100,99,0,0,54,71,0,0,34,0,47,73,21,0,0,44,44,4,29,0,0,0,17,0,36,29,0,0,57,24,70,0,0,0,25,27,48,43,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,48,0,22,0,0,198,200,24,18,0,21,0,55,154,58,108,184,204,182,239,285,144,146,145,64,75,26,0,42,0,0,0,0,0,0,0,0,38,40,0,0,0,31,0,0,0,20,32,21,80,55,108,52,162,63,167,136,154,15,0,0,0,0,33,0,22,0,0,73,39,39,29,39,0,138
"ASV_580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,36,0,0,0,0,0,0,0,0,0,0,0,0,28,0,24,39,29,18,18,31,58,66,28,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,23,0,0
"ASV_405",0,0,0,0,0,113,93,33,79,69,0,92,59,73,27,20,71,101,10,46,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_458",0,0,0,0,0,0,0,0,0,0,0,0,16,0,25,0,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,37,0,0,16,56,68,0,0,76,31,40,0,0,0,28,20,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,27,129,97,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
"ASV_6",0,0,0,0,0,64,64,68,98,175,0,60,108,110,99,105,75,184,0,234,153,19,0,104,122,156,185,133,89,535,839,212,180,397,8,104,232,53,30,46,172,267,0,118,93,125,147,80,187,809,590,10,25,25036,7558,2223,589,707,390,6221,3593,4902,4817,548,246,254,1143,647,476,119,278,93,196,369,697,557,833,66,34,219,211,60,41,23,140,176,100,389,12223,10260,17255,13199,20,94,14,123,1073,717,2927,761,1203,1636,2326,1655,4823,4849,6496,5808,274,1011,979,580,202,789,349,704,653,1894,1161,273,86,191,159,1752,801,723,1365,3285,3324,2634,88,83,1496,1079,4123,3410,4782,2473,5530,2716,6558,4211,3638,557,562,688,2516,735,9112,9579,6273,5990,6478,6334,2509,2096,5983,4263,289,1111
"ASV_710",0,0,0,0,0,0,0,0,0,0,0,25,13,15,0,0,12,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,13,0,0,0,14,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,11,0,0,0,0,0,17,16,13,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
"ASV_268",0,0,0,0,0,0,14,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,10,0,0,0,9,0,18,15,10,10,0,0,22,0,149,35,12,0,465,209,537,345,27,24,13,54,18,7,0,13,0,0,0,7,10,14,23,30,25,7,0,6,0,18,0,0,8,26,11,108,27,23,12,0,13,0,0,0,14,9,0,0,0,0,18,8,42,134,24,0,0,0,0,0,11,0,0,0,0,0,0,0,0,13,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
"ASV_407",9,49,53,21,10,0,10,0,0,12,0,0,0,0,0,0,16,20,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,25,0,0,0,37,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,31,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12,14,17,0,0,0,0,0,0,0,0,13,16,23,22,0,0,0,0,19,0,14,0,13,13,34,25,17,0,0,0,14,13,0,13,18,27,33,41,11,29,43,23,0,0
"ASV_206",0,15,10,18,9,202,407,119,227,172,8,204,248,172,137,54,172,306,0,129,146,0,0,28,43,0,21,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,185,0,0,0,0,0,24,25,0,0,0,0,26,19,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,120,219,163,0,0,0,0,38,0,70,19,0,25,62,42,67,41,23,19,0,34,24,20,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,46,13,27,0,0,0,0,0,0,31,0,0,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_168",22,0,0,0,0,68,104,0,0,46,0,33,0,69,69,0,49,133,0,72,68,0,0,25,30,0,0,0,0,0,0,0,0,0,0,0,18,0,17,0,0,0,0,0,0,0,44,34,0,0,0,0,0,67,0,0,0,0,0,0,0,85,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,54,50,0,0,13,0,121,65,186,46,74,77,89,63,159,150,134,132,47,155,168,43,0,54,33,45,43,85,80,0,0,0,49,49,0,0,0,74,82,60,0,0,71,0,122,93,129,85,151,118,181,114,127,0,16,25,0,0,56,40,62,41,51,67,42,33,66,61,0,0
"ASV_269",0,0,0,0,0,0,36,0,0,68,0,23,28,0,45,31,26,67,0,65,96,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,0,0,0,0,0,0,0,0,0,32,12,28,0,0,8,48,0,9,11,37,24,40,58,55,0,0,36,18,37,23,49,61,55,47,56,35,0,32,78,31,0,0,0,0,0,0,0,0,17,15,0,551
"ASV_481",0,0,0,0,0,0,0,0,42,0,0,0,49,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,64,0,0,0,0,0,34,0,58,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,36,83,69,15,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
"ASV_173",0,0,0,0,0,79,0,87,109,120,0,120,186,156,140,0,78,200,0,122,128,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,159,0,73,62,0,0,269,97,94,0,0,0,80,63,141,108,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,143,101,108,59,0,62,127,97,52,120,0,97,141,208,143,0,117,131,48,128,77,48,48,151,81,132,0,0,0,0,0,0,0,92,90,0,103,0,0,0,0,0,0,0,76,99,0,0,0,0,0,0,0,0,0,688
"ASV_171",0,0,0,0,0,0,0,0,0,0,17,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,20,0,0,0,0,20,0,0,43,0,22,0,0,0,27,0,72,46,0,0,85,30,17,0,0,0,115,64,91,69,0,0,47,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,60,41,192,115,115,54,0,0,0,34,0,0,38,50,0,0,68,136,225,197,171,119,0,52,0,0,0,49,0,100,121,153,101,56,0,0,45,120,166,97,107,219,118,89,0,16,153,48,99,90,142,67,167,105,140,97,59,0,32,40,56,49,0,0,21,21,0,28,35,29,0,49,0,142
"ASV_348",0,0,0,0,0,15,33,0,0,30,0,0,16,0,0,0,0,0,0,0,0,0,0,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,14,22,78,34,0,20,95,0,120,88,13,14,0,0,25,0,51,0,47,62,36,35,55,64,60,72,33,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_193",77,0,51,0,0,0,22,0,0,38,0,99,0,0,0,35,98,78,0,0,0,0,52,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,97,90,0,33,0,58,104,0,35,41,35,0,18,0,0,0,0,0,32,53,61,80,139,0,15,64,32,0,31,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,36,49,0,39,153,188,64,77,0,0,0,0,0,78,57,0,33,58,85,116,110,110,67,119,25,0,0,0,0,0,27,55,62,107,86,54,0,0,0,77,71,0,53,90,63,0,0,0,98,60,56,54,0,0,98,30,86,76,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
"ASV_215",0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,10,37,0,39,29,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,35,14,0,0,48,24,36,32,0,0,0,14,16,0,0,19,0,0,9,16,23,19,46,27,20,17,0,0,0,15,13,0,0,441,374,136,183,0,11,0,7,11,0,0,0,0,0,0,20,0,0,0,14,0,0,0,0,0,0,0,0,0,59,13,28,0,19,12,27,0,33,9,29,54,34,23,0,83,37,66,97,96,33,141,23,118,71,55,0,0,23,30,11,62,65,45,37,51,59,25,17,42,79,0,21
"ASV_454",0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,183,38,42,46,68,41,41,87,16,37,30,20,19,0,0,0,0,0,0,0,0,0,0,0,0,33,27,20,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_186",0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,14,0,22,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,62,54,0,0,324,122,59,43,0,0,69,34,49,43,0,0,0,11,10,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,0,0,0,0,172,140,150,81,0,0,0,0,0,0,25,20,0,0,23,26,104,110,234,222,24,0,0,0,0,82,48,502,400,1116,786,18,0,0,22,26,0,25,28,81,82,89,0,0,0,0,0,0,10,11,0,14,22,21,15,0,0,0,56,27,0,0,0,0,0,0,0,0,0,0,8,79
"ASV_260",0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,76,0,0,0,0,34,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0,117,61,147,104,0,0,0,0,0,0,56,0,17,24,44,96,168,142,252,223,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,28,19,0,0,0,0,0,0,32,0,0,0,26,55,42,0,58,0,0,0,46,30,0,0,14,0,0,20,0,0,18,27,0,444
"ASV_71",0,0,0,14,0,163,263,96,170,450,13,491,346,284,431,126,299,567,16,341,447,0,0,113,96,83,133,23,12,117,129,32,37,87,15,77,32,46,65,0,123,97,14,68,63,99,473,279,62,169,99,0,0,314,125,97,39,67,0,164,99,165,165,62,0,115,66,27,0,0,0,7,0,0,22,0,0,0,0,18,30,0,25,19,54,79,0,84,866,591,1625,1345,51,0,0,0,89,56,397,105,224,308,359,314,493,569,497,529,0,84,95,61,0,105,121,129,211,373,308,110,0,0,94,247,169,102,161,370,198,227,55,0,139,51,214,147,241,155,232,197,407,292,278,60,66,87,267,111,746,688,519,464,459,437,143,220,459,230,0,1352
"ASV_534",0,0,0,0,0,0,16,15,0,43,0,35,0,28,22,13,0,59,0,26,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,50,0,0,25,0,0,0,0,31,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,24,0,0,0,0,0,0,0,0,26,0,0,0,0,0,26,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
"ASV_323",0,0,0,0,0,0,0,0,0,0,0,0,45,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,24,0,0,0,37,0,0,0,0,0,40,21,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,74,65,54,57,0,0,0,0,0,0,0,174,220,470,420,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,32,60,34,0,0,0,0,15,0,25,37,37,21,61,39,39,0,0,15,89,55,0,0,0,0,11,0,0,8,17,36,0,0
"ASV_387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,17,0,0,0,19,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,54,0,17,24,0,0,0,0,8,0,0,0,0,12,14,0,33,28,49,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,24,12,31,33,35,24,0,0,0,126,43,12,15,0,26,0,26,17,14,16,32,0,85
"ASV_122",0,0,0,0,0,20,36,20,46,17,3,22,13,49,18,24,21,38,0,29,18,0,0,0,10,9,0,0,0,0,31,0,0,0,0,0,0,10,14,0,0,0,0,0,9,0,45,21,0,19,15,7,0,20,15,0,0,0,0,20,24,0,0,0,0,0,0,0,18,0,14,0,0,0,0,34,30,0,0,0,0,0,0,3,0,0,0,44,890,1021,319,221,0,0,11,13,33,65,74,30,28,65,41,63,35,53,42,56,0,318,261,27,13,24,0,39,30,80,72,0,0,0,13,102,61,106,93,242,442,343,37,40,35,22,51,54,103,42,72,32,117,111,78,30,43,25,159,85,47,46,52,59,85,91,135,176,71,750,245,2192
"ASV_188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,32,0,0,0,0,0,0,0,0,21,0,14,26,82,16,13,17,0,0,0,25,20,0,14,0,14,0,0,39,103,114,0,9,608,174,85,28,45,30,168,199,165,174,53,16,42,69,35,0,41,35,23,49,83,118,203,124,7,0,23,27,7,0,0,25,23,26,27,400,353,324,334,0,0,0,0,0,0,0,0,0,0,26,13,0,38,73,120,14,0,0,0,0,104,107,292,243,148,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
"ASV_51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,49,1220,989,4855,3744,212,74,47,65,153,41,129,1219,2174,4383,3922,112,45,229,102,199,199,278,178,402,274,796,638,423,64,96,100,5464,2429,78,101,77,74,80,98,72,121,80,440,43,329
"ASV_205",0,0,0,0,0,35,51,13,29,78,0,53,49,60,51,15,43,132,14,47,93,0,0,18,18,13,19,0,0,17,20,0,10,0,0,0,0,0,0,0,11,16,0,0,0,16,75,43,0,22,25,0,0,37,0,22,0,0,0,0,0,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,74,62,149,71,0,17,0,8,12,11,63,37,38,0,75,30,98,132,107,95,58,37,49,66,27,90,52,52,87,95,89,0,0,0,56,35,27,0,0,29,17,21,17,0,12,0,22,10,62,38,57,73,97,97,70,40,0,10,96,24,13,8,12,0,12,16,0,0,26,0,0,290
