"","description","sampleID","Date","Years","Month","Day.x","month.numeric.x","week.x","Period","Mean_temp_t0_t7","Cumul_precip_t1_t7_mm","Site","Bloom","Tot.P_ug","Tot.N_mg","Dissolved.P","Dissolved.N","Microcystin","P_range","N_range","Temp.water","profondeur_secchi_cm","microcystin_ug_L","micro.sum.x","doli.sum.x","cyano.sum.x","micro.relab.sum.x","doli.relab.sum.x","cyano.relab.sum.x","micro.helli.sum.x","doli.helli.sum.x","cyano.helli.sum.x","Day.y","month.numeric.y","week.y","micro.sum.y","doli.sum.y","cyano.sum.y","micro.relab.sum.y","doli.relab.sum.y","cyano.relab.sum.y","micro.helli.sum.y","doli.helli.sum.y","cyano.helli.sum.y"
"135","23.09.2009.1","FLD0273_23_09_2009_1","2009-9-23",2009,"September",23,9,38,"Fall",13.625,24.4,"Littoral","no",38.51,NA,18.39,NA,0.0507,"Mesotrophic","Eutrophic",17.45,134.25,0.0214,28,2888,4970,0.000937521,0.096698587,0.166409965,0.030618964,0.622295286,1.930410937,23,9,38,28,2888,4970,0.000937520926806402,0.0966985870220317,0.166409964508136,0.0306189635162003,0.622295286376188,1.93041093679503
"136","23.09.2009.2","FLD0274_23_09_2009_2","2009-9-23",2009,"September",23,9,38,"Fall",13.625,24.4,"Pelagic","no",44.94,NA,23.59,NA,0.0214,"Mesotrophic","Eutrophic",NA,NA,1e-04,0,261,2090,0,0.006731141,0.053900709,0,0.133057797,1.21126664,23,9,38,0,261,2090,0,0.00673114119922631,0.0539007092198582,0,0.133057797416816,1.21126664021323
"137","23.10.2013.1","FLD0332_23_10_2013_1","2013-10-23",2013,"October",23,10,43,"Fall",10.675,16.6,"Littoral","yes",92.716,769,38.356,0.454,NA,"","",NA,NA,NA,16942,35,17641,0.399867828,0.000826076,0.416365739,0.705019981,0.028741532,1.125499728,23,10,43,16942,35,17641,0.399867827893035,0.000826075668531237,0.416365739101702,0.705019981280568,0.0287415321187169,1.12549972795248
"138","23.10.2013.2","FLD0333_23_10_2013_2","2013-10-23",2013,"October",23,10,43,"Fall",10.675,16.6,"Pelagic","yes",73.558,537,45.396,0.443,NA,"","",NA,NA,NA,6355,0,6887,0.232877716,0,0.252372751,0.624164545,0,0.986968059,23,10,43,6355,0,6887,0.232877716295943,0,0.252372750925281,0.624164544451197,0,0.98696805931002
"139","24.04.2012.1","FLD0311_24_04_2012_1","2012-4-24",2012,"April",24,4,17,"Spring",8.375,35.4,"Littoral","no",34.068,567,0.79,0.518,NA,"Mesotrophic","Mesotrophic",NA,237.75,0.795,6,0,1294,0.000240732,0,0.05191783,0.015515535,0,1.071173055,24,4,17,6,0,1294,0.000240731824747232,0,0.0519178302038196,0.0155155349487935,0,1.071173054844
"140","24.08.2008.2","FLD0244_24_08_2008_2","2008-8-24",2008,"August",24,8,34,"Summer",18.65,27.8,"Pelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","25.06.2008.a","FLD0236_25_06_2008_a","2008-6-25",2008,"June",25,6,26,"Summer",16.5375,26.6,"Littoral","no",52.13,1470,NA,NA,NA,"Mesotrophic","Mesotrophic",NA,NA,NA,0,0,15325,0,0,0.205588796,0,0,1.852425749,25,6,26,0,0,15325,0,0,0.205588795578332,0,0,1.85242574875002
"142","25.06.2008.b","FLD0237_25_06_2008_b","2008-6-25",2008,"June",25,6,26,"Summer",16.5375,26.6,"Pelagic","no",35.27,910,NA,NA,NA,"Mesotrophic","Mesotrophic",24.47,NA,NA,0,0,21527,0,0,0.182926726,0,0,1.847779886,25,6,26,0,0,21527,0,0,0.182926725639653,0,0,1.84777988630819
"143","25.07.2006.1","FLD0201_25_07_2006_1","2006-7-25",2006,"July",25,7,30,"Summer",20.9125,19,"Pelagic","no",NA,NA,NA,NA,NA,"Mesotrophic","Mesotrophic",26.9,NA,0.477,66,976,1067,0.002509029,0.037103212,0.040562631,0.050090206,0.353749886,0.444426134,25,7,30,66,976,1067,0.00250902870176772,0.03710321231705,0.0405626306785782,0.0500902056470896,0.353749885566045,0.444426133994482
"144","25.07.2009.b","FLD0263_25_07_2009_b","2009-7-25",2009,"July",25,7,30,"Summer",19.5625,17.6,"Littoral","yes",64.006,719,29.563,0.488,NA,"Mesotrophic","Eutrophic",NA,NA,1.14,6869,275,7713,0.564142576,0.022585414,0.633459264,1.153952456,0.288354573,1.797043377,25,7,30,6869,275,7713,0.564142575558476,0.0225854139290407,0.63345926412615,1.15395245630446,0.28835457339075,1.7970433770776
"145","25.07.2009.p2","FLD0264_25_07_2009_p2","2009-7-25",2009,"July",25,7,30,"Summer",19.5625,17.6,"Pelagic","yes",NA,NA,9.377,0.781,124,"Eutrophic","Eutrophic",25,NA,NA,30520,36271,69869,0.274571544,0.326310108,0.628572714,0.855885454,1.205796465,2.495084678,25,7,30,30520,36271,69869,0.274571544240025,0.326310107507535,0.628572713778058,0.855885453675593,1.20579646467317,2.49508467791647
"146","25.07.2016","FLD0364_25_07_2016","2016-7-25",2016,"July",25,7,30,"Summer",19.875,89.1,"Littoral",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","25.10.2016","FLD0373_25_10_2016","2016-10-25",2016,"October",25,10,43,"Fall",8.175,110.8,"Littoral",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","26.07.2010.1","FLD0284_26_07_2010_1","2010-7-26",2010,"July",26,7,30,"Summer",20.35,30.6,"Littoral","yes",111.861,1180,28.972,0.489,NA,NA,NA,24.64,NA,0.153,14787,396,18171,0.225332582,0.00603447,0.276899867,0.744280762,0.089039202,1.625341464,26,7,30,14787,396,18171,0.225332581564391,0.00603446962193134,0.276899867424531,0.744280761664002,0.0890392018528387,1.62534146380693
"149","26.09.2006.1b","FLD0204_26_09_2006_1b","2006-9-26",2006,"September",26,9,39,"Fall",13.05,18.2,"Pelagic","no",NA,NA,NA,NA,0,"Eutrophic","Eutrophic",22.2,NA,4.28,268,1346,4312,0.008284133,0.041606133,0.133287997,0.128685501,0.345427358,1.663074189,26,9,39,268,1346,4312,0.00828413341164106,0.0416061327316003,0.133287997279837,0.12868550121741,0.345427357593928,1.66307418863146
"150","26.09.2006.2a","FLD0213_26_09_2006_2a","2006-9-26",2006,"September",26,9,39,"Fall",13.05,18.2,"Littoral",NA,NA,NA,NA,NA,NA,"Eutrophic","Mesotrophic",9.5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","26.09.2007.1","FLD0229_26_09_2007_1","2007-9-26",2007,"September",26,9,39,"Fall",18.075,0,"Littoral","no",56.78,479.5,18.615,0.34995,NA,"Mesotrophic","Mesotrophic",16.12,NA,0.000412,9,1488,5825,0.000163399,0.027015251,0.105755265,0.01278275,0.282941796,1.791135621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","26.09.2007.2","FLD0230_26_09_2007_2","2007-9-26",2007,"September",26,9,39,"Fall",18.075,0,"Pelagic","no",44.155,474.15,21.255,0.35705,NA,"Eutrophic","Mesotrophic",NA,NA,NA,0,1546,5601,0,0.034415209,0.124682784,0,0.298348742,1.938228352,26,9,39,0,1546,5601,0,0.0344152085837674,0.124682783491385,0,0.298348741476514,1.93822835175686
"153","27.06.2006.1","FLD0197_27_06_2006_1","2006-6-27",2006,"June",27,6,26,"Summer",19.275,28,"Pelagic","no",32.4227405,1021.058,11.3618565,0.9155875,NA,"Mesotrophic","Mesotrophic",22.6,NA,0,76,145,3955,0.001480241,0.002824144,0.077030949,0.038473897,0.088668085,1.380887195,27,6,26,76,145,3955,0.00148024073388777,0.00282414350544378,0.0770309487174493,0.038473896785844,0.0886680848078165,1.38088719463144
"154","27.06.2006.2","FLD0198_27_06_2006_2","2006-6-27",2006,"June",27,6,26,"Summer",19.275,28,"Littoral","no",39.6124915,1133.5565,13.75844,1.025423,NA,"Mesotrophic","Mesotrophic",24.7,NA,0.138,0,105,3748,0,0.001918439,0.068479135,0,0.061783502,1.034588474,27,6,26,0,105,3748,0,0.0019184389388292,0.0684791346926844,0,0.0617835015250688,1.03458847418324
"155","27.07.2016","FLD0365_27_07_2016","2016-7-27",2016,"July",27,7,30,"Summer",20.625,47.1,"Littoral",NA,66.9,468,44.7,349,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","27.08.2013.1","FLD0329_27_08_2013_1","2013-8-27",2013,"August",27,8,35,"Summer",19.075,13,"Littoral","yes",148.474,1693,20.866,0.509,NA,"Eutrophic","Eutrophic",17,137.75,7.24,745,8511,9556,0.029656463,0.338800207,0.38039887,0.310648966,1.135867401,1.723015108,27,8,35,745,8511,9556,0.0296564627204331,0.338800206998129,0.380398869471757,0.310648966220708,1.13586740116351,1.72301510827856
"157","27.10.2008.1","FLD0253_27_10_2008_1","2008-10-27",2008,"October",27,10,43,"Fall",6.15,42.6,"Littoral","no",37.975,NA,31.44,NA,NA,"Mesotrophic","Mesotrophic",15,170.25,NA,48,7,1324,0.001367911,0.000199487,0.037731547,0.036985282,0.014123988,0.627466792,27,10,43,48,7,1324,0.00136791108577942,0.000199487033342833,0.0377315474494158,0.0369852820156806,0.0141239878696788,0.627466792306612
"158","27.10.2008.2","FLD0254_27_10_2008_2","2008-10-27",2008,"October",27,10,43,"Fall",6.15,42.6,"Pelagic","no",46.115,NA,27.033,NA,NA,"Mesotrophic","Mesotrophic",14,160.25,NA,183,15,5215,0.005994301,0.000491336,0.170821186,0.107806264,0.022166103,1.841162351,27,10,43,183,15,5215,0.00599430050116283,0.000491336106652691,0.170821186412919,0.107806263578453,0.0221661026491508,1.84116235142211
"159","28.07.2015.1","FLD0342_28_07_2015_1","2015-7-28",2015,"July",28,7,30,"Summer",20.0625,26.9,"Littoral",NA,45.8952,1083.530527,16.2,679,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","29.07.2009.1","FLD0265_29_07_2009_1","2009-7-29",2009,"July",29,7,30,"Summer",21.575,40,"Littoral",NA,NA,NA,NA,NA,NA,NA,NA,24.05,NA,0.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","29.08.2008.1","FLD0245_29_08_2008_1","2008-8-29",2008,"August",29,8,35,"Summer",18.6,5,"Littoral","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,181,1315,0.012281703,0.004131948,0.030019404,0.156570836,0.110934393,0.776991582,29,8,35,538,181,1315,0.0122817030019404,0.00413194840771601,0.0300194041776053,0.156570835772791,0.110934393409285,0.776991581499079
"162","29.08.2008.2","FLD0246_29_08_2008_2","2008-8-29",2008,"August",29,8,35,"Summer",18.6,5,"Pelagic","no",NA,NA,NA,NA,NA,"Mesotrophic","Mesotrophic",NA,NA,16,459,193,1091,0.011999686,0.00504562,0.02852213,0.154791221,0.123026184,0.716191121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","30.05.2006.2b","FLD0194_30_05_2006_2b","2006-5-30",2006,"May",30,5,22,"Spring",16.6875,4.2,"Littoral",NA,NA,NA,NA,NA,NA,"Mesotrophic","Eutrophic",20.2,NA,0.0033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","30.06.2015.L2","FLD0339_30_06_2015_L2","2015-6-30",2015,"June",30,6,26,"Summer",16.95,16.5,"Littoral",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","30.06.2015.p1","FLD0338_30_06_2015_p1","2015-6-30",2015,"June",30,6,26,"Summer",16.95,16.5,"Pelagic",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","30.07.2015.1","FLD0344_30_07_2015_1","2015-7-30",2015,"July",30,7,31,"Summer",21.1625,35.2,"Littoral",NA,60.5997,1227.408096,13.4,528,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
