"","FLD0194_30_05_2006_2b","FLD0195_13_06_2006_1c","FLD0196_13_06_2006_2c","FLD0197_27_06_2006_1","FLD0198_27_06_2006_2","FLD0199_12_07_2006_1b","FLD0200_12_07_2006_2b","FLD0202_02_08_2006_1b","FLD0203_02_08_2006_2b","FLD0205_15_08_2006_2a","FLD0206_22_08_2006_1","FLD0207_22_08_2006_2","FLD0208_05_09_2006_1","FLD0209_05_09_2006_2","FLD0210_12_09_2006_1a","FLD0211_12_09_2006_2b","FLD0212_15_08_2006_1a","FLD0213_26_09_2006_2a","FLD0214_10_10_2006_1","FLD0215_16_10_2006_1b","FLD0216_16_10_2006_2b","FLD0219_06_07_2007_1","FLD0220_06_07_2007_2","FLD0221_02_08_2007_1","FLD0222_02_08_2007_2","FLD0223_22_08_2007_1","FLD0224_22_08_2007_2","FLD0225_05_09_2007_1","FLD0226_05_09_2007_2","FLD0227_19_09_2007_1","FLD0228_19_09_2007_2","FLD0229_26_09_2007_1","FLD0230_26_09_2007_2","FLD0231_10_10_2007_1","FLD0232_22_05_2008_1","FLD0233_01_06_2008_1","FLD0234_01_06_2008","FLD0236_25_06_2008_a","FLD0237_25_06_2008_b","FLD0238_02_07_2008","FLD0239_15_07_2008_1","FLD0240_15_07_2008_2","FLD0241_04_08_2008_4b","FLD0242_04_08_2008_2b","FLD0243_18_08_2008_4d","FLD0244_24_08_2008_2","FLD0245_29_08_2008_1","FLD0246_29_08_2008_2","FLD0248_03_09_2008_2b","FLD0249_17_09_2008_1d","FLD0250_17_09_2008_3b","FLD0251_07_10_2008_5b","FLD0252_07_10_2008_6b","FLD0253_27_10_2008_1","FLD0254_27_10_2008_2","FLD0255_20_05_2009_1","FLD0256_20_05_2009_2","FLD0257_17_06_2009_1","FLD0258_17_06_2009_2","FLD0259_08_07_2009_1","FLD0260_08_07_2009_2","FLD0261_12_07_2009_1b","FLD0262_12_07_2009_2b","FLD0263_25_07_2009_b","FLD0264_25_07_2009_p2","FLD0265_29_07_2009_1","FLD0266_08_08_2009_p2","FLD0267_22_08_2009_1","FLD0268_22_08_2009_p1","FLD0269_02_09_2009_1","FLD0270_02_09_2009_2","FLD0271_16_09_2009_1","FLD0272_16_09_2009_2","FLD0273_23_09_2009_1","FLD0274_23_09_2009_2","FLD0275_15_10_2009_1","FLD0276_15_10_2009_p2","FLD0277_05_05_2010_1","FLD0278_05_05_2010_2","FLD0279_16_06_2010_1","FLD0280_16_06_2010_2","FLD0281_05_07_2010_1","FLD0282_12_07_2010_1","FLD0283_12_07_2010_2","FLD0284_26_07_2010_1","FLD0285_10_08_2010_1","FLD0286_10_08_2010_2","FLD0289_22_08_2010_1","FLD0290_16_09_2010_1","FLD0291_16_09_2010_2","FLD0292_19_10_2010_1","FLD0293_19_10_2010_2","FLD0294_15_05_2011_1","FLD0295_15_05_2011_2","FLD0297_21_06_2011_1","FLD0298_21_06_2011_2","FLD0299_05_07_2011_1","FLD0300_05_07_2011_2","FLD0301_19_07_2011_1","FLD0302_19_07_2011_2","FLD0303_09_08_2011_1","FLD0304_09_08_2011_2","FLD0305_23_08_2011_1","FLD0306_23_08_2011_2","FLD0307_12_09_2011_1","FLD0308_12_09_2011_2","FLD0309_12_10_2011_1","FLD0310_12_10_2011_2","FLD0311_24_04_2012_1","FLD0312_07_06_2012_1","FLD0313_07_06_2012_2","FLD0314_20_07_2012_1","FLD0315_20_07_2012_2","FLD0316_14_08_2012_1","FLD0317_14_08_2012_2","FLD0318_17_09_2012_1","FLD0319_17_09_2012_2","FLD0320_17_10_2012_1","FLD0321_17_10_2012_2","FLD0323_05_06_2013_1","FLD0324_05_06_2013_2","FLD0325_03_07_2013_1","FLD0326_03_07_2013_2","FLD0327_16_08_2013_1","FLD0328_16_08_2013_2","FLD0329_27_08_2013_1","FLD0330_17_09_2013_1","FLD0331_17_09_2013_2","FLD0332_23_10_2013_1","FLD0333_23_10_2013_2","FLD0334_19_03_2015_p1","FLD0335_19_03_2015_p2","FLD0338_30_06_2015_p1","FLD0339_30_06_2015_L2","FLD0340_16_07_2015_p1","FLD0341_16_07_2015_L1","FLD0342_28_07_2015_1","FLD0344_30_07_2015_1","FLD0347_04_08_2015_1","FLD0351_10_08_2015_1","FLD0353_12_08_2015_1","FLD0355_13_08_2015_1","FLD0356_13_08_2015_2","FLD0357_03_09_2015_2","FLD0358_16_09_2015_1","FLD0359_16_09_2015_2","FLD0360_21_10_2015_1","FLD0361_21_10_2015_2","FLD0362_19_07_2016","FLD0363_20_07_2016","FLD0364_25_07_2016","FLD0365_27_07_2016","FLD0366_01_08_2016","FLD0367_09_08_2016","FLD0368_18_08_2016","FLD0369_23_08_2016","FLD0370_03_09_2016","FLD0371_15_09_2016","FLD0372_22_09_2016","FLD0373_25_10_2016"
"ASV_239",0,10,0,6,0,6,14,0,0,0,0,7,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,23,0,0,0,0,0,0,0,22,36,13,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,5,0,0,5,0,0,0,14,13,42,10,31,6,42,17,48,39,70,0,20,15,0,28,47,36,0,50,43,160,176,79,20,88,51,41,40,0,0,173,90,431,610,215,76,16,57,129,71,36,15,0,0,0,18,15,13,9,24,24,33,44,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,24
"ASV_240",0,0,12,0,13,0,0,0,0,0,24,26,31,24,23,0,0,15,0,63,0,0,0,0,0,0,0,0,0,0,0,0,25,0,41,0,0,0,0,0,6,0,0,0,0,0,16,12,0,7,0,0,0,23,13,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,23,84,42,70,0,47,33,44,58,29,14,0,0,457,237,109,126,84,45,133,85,95,96,108,105,71,597
"ASV_241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,66,69,41,41,4,0,0,0,0,0,0,0,0,4,0,0,0,881,273,456,162,246,61,104,54,18,62,8,0,0,0,2,0,0,0,0,10,9,25,0,4,0,0,0,0,0,0,0,0,0,3,50,21,110,88,0,8,0,5,0,0,0,58,162,82,220,32,22,0,0,0,0,0,0,64,91,22,10,14,5,0,0,0,0,0,0,0,0,5,0,5,7,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"ASV_242",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,571,0,158,0,0,8,0,0,0,0,0,0,0,0,5,0,262,141,72,52,3,0,0,0,0,0,0,0,0,1193,515,11,0,0,0,6,0,0,0,13,27,25,10,0,0,0,0,0,0,0,5,0,9,6,0,0,0,0,4,0,0,0,0,0,0,0,166,105,79,76,31,20,4,8,29,0,0,0
"ASV_243",0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,0,7,7,9,13,0,0,0,4,0,0,0,0,0,0,44,29,36,79,68,3,35,12,22,0,0,34,7,35,0,7,0,0,0,0,8,0,34,23,18,97,10,0,132,7,26,20,10,6,4,0,7,6,8,3,0,0,0,0,9,160,22,58,47,14,41,0,0,0,0,0,0,0,0,0,0,0,0,266,87,128,213,45,101,7,14,9,23,0,282,73,178,117,45,40,47,15,8,0,17,23,19,9,18,15,14,6,0,0,0,76,74,12,12,0,7,5,0,7,0,0,0,0,7,10,7,42,50,63,86,29,30,26,17,36,4,0,11
"ASV_244",0,4,4,0,0,0,0,0,0,0,12,5,44,19,27,17,0,8,0,25,24,3,3,4,9,0,0,3,0,0,0,6,19,0,0,0,0,0,0,5,68,63,8,51,44,69,19,21,117,107,126,22,22,8,0,0,0,7,0,23,44,33,52,15,4,72,88,10,21,5,6,0,4,10,7,7,0,0,0,19,13,10,11,26,80,22,19,0,6,0,0,0,0,0,0,0,0,0,9,0,11,8,37,17,2,11,0,4,5,0,0,17,11,17,7,11,14,10,0,0,0,18,21,57,198,18,38,52,33,23,0,0,0,0,34,35,102,73,43,97,96,51,128,0,21,21,50,40,14,16,0,15,7,18,0,0,14,0,0,0
"ASV_245",0,0,0,0,0,0,0,0,13,0,0,0,16,0,17,23,0,9,0,0,15,31,47,11,12,0,0,0,0,0,0,0,0,0,193,98,116,73,234,326,141,169,0,26,25,48,0,0,25,23,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,88,44,353,235,177,87,12,0,38,42,0,21,0,29,88,20,25,0,19,0,0,10,0,0,0,31,29,50,63,107,25,21,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_246",0,0,0,0,4,2,0,13,15,0,64,46,41,29,31,18,0,0,0,25,12,0,0,97,514,5,22,7,10,3,3,7,10,0,0,0,4,0,2,0,24,26,3,13,10,7,39,37,320,75,131,302,323,3,0,5,0,8,5,5,7,11,7,4,0,16,7,13,28,2,9,0,5,0,0,4,0,0,0,0,0,0,0,4,2,15,22,12,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,17,0,0,0,18,27,27,18,17,749,99,56,9,17,0,0
"ASV_249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,37,70,50,54,36,4,0,13,11,21,8,24,23,0,0,0,0,0,0,13,24,15,0,0,0,0,8,5,0,13,19,19,11,15,0,5,17,0,0,0,0,0,24,11,625,959,643,233,12,0,73,88,21,15,23,23,37,0,54,20,16,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_250",15,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,20,49,19,0,11,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,28,0,19,0,20,7,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,0,0,2,0,0,0,0,13,0,18,0,0,12,17,7,0,0,0,0,0,6,0,0,0,12,186,11,30,0,0,0,0,0,0,0,0,50,32,14,12,0,10,0,0,0,8,0,657,356,7,0,9,0,15,0,8,0,10,13,0,0,0,0,7,17,21,14,7,12,0,0,0,2,4,0,0,916
"ASV_251",0,0,0,0,9,0,0,5,0,15,45,47,19,33,36,45,0,0,0,11,0,0,7,0,3,0,2,3,8,2,0,17,18,6,0,0,0,0,0,0,2,2,0,11,3,16,15,16,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1427,1196,98,58,71,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0
"ASV_252",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,41,0,0,0,0,0,0,0,0,0,64,0,0,107,88,0,102,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,59,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,263,188,155,86,174,188,113,166,0,57,0,71,44,0,0,0,0,0,0,0,0,0,0,33,51
"ASV_253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,3,10,0,0,0,0,0,0,0,0,5,6,0,15,13,14,0,0,964,274,314,21,73,7,0,0,3,0,0,7,0,0,11,0,0,45,18,16,4,4,10,0,3,0,0,7,0,0,0,0,0,0,0,0,170,30,15,18,34,19,9,0,0,0,0,0,0,0,0,0,88,69,57,74,0,31,0,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,68,15,32,26,18,0,0,0,0,0,4,0,3,59,27,0,7,241,6,137,64,16
"ASV_254",0,14,15,11,9,11,16,12,10,0,8,11,53,32,55,35,0,0,0,0,0,4,22,11,6,0,6,11,13,0,0,25,17,17,0,0,0,4,11,0,5,8,0,6,10,17,24,23,5,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,10,0,5,0,48,25,27,25,34,26,41,66,0,0,0,0,0,28,92,119,115,147,136,18,14,20,0,0,0,0,5,0,0,0,0,0,20,20,61,42,0,0,0,0,0,0,0,63,268,165,288,83,53,0,0,0,0,0,0,7,128,22,183,93,70,51,0,0,0,0,0,0,0,0,0,12,0,8,6,0,0,0,0,0,0,0,0,0,14,34,39,32,23,0,0,0
"ASV_255",0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,82,102,37,22,0,0,4,0,0,0,0,0,0,0,0,0,0,403,470,0,106,0,0,3,0,0,0,0,0,50,74,37,0,0,0,0,0,0,134,15,33,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,209,320,140,197,143,0,0,8,393,79,0,55,0,40,0,0,0
"ASV_256",0,28,24,0,7,17,13,0,3,0,0,6,6,0,18,12,0,0,0,12,14,0,18,25,33,17,38,27,39,15,28,50,48,18,8,7,10,6,23,0,32,16,0,59,14,64,16,10,18,40,31,12,8,6,0,0,3,5,8,10,21,10,16,6,0,51,18,12,79,57,96,65,60,122,97,105,23,0,7,7,11,0,6,7,13,21,13,19,7,0,0,0,0,0,0,0,0,0,0,0,13,0,14,20,0,11,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,49,177,468,125,86,334,66,0,8
"ASV_257",0,56,0,28,0,0,35,0,0,0,0,0,0,0,0,0,0,19,0,0,0,12,37,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,193,230,279,354,0,0,0,0,465,316,139,143,66,40,50,0,0,58,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,110,0,49,0,0,0,0,17,0,0,0,0,0,0,0,0,55,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,110
"ASV_258",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,12,16,10,0,0,0,0,0,4,0,0,0,0,4,0,51,13,39,106,132,0,38,27,32,0,0,27,13,10,0,4,14,0,23,0,30,18,107,52,110,88,25,0,69,0,6,0,0,13,0,0,0,0,5,0,0,0,0,18,23,35,18,39,0,0,20,21,0,0,26,4,0,0,0,20,24,116,60,83,106,69,96,39,83,16,46,0,58,40,29,11,26,11,18,11,0,0,9,18,64,131,34,16,0,28,0,11,6,0,0,20,0,7,6,17,0,17,16,29,49,30,10,38,7,8,0,7,0,8,8,0,0,0,0,8,0,0,0
"ASV_259",0,0,0,0,0,0,0,21,0,0,0,0,0,46,0,0,0,72,0,74,63,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,94,0,0,0,0,0,0,0,0,51,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,41,18,30,0,0,38,27,73,53,0,33,64,68,76,117,142,131,0,43,52,0,0,46,22,0,19,40,69,37,0,24,0,63,31,29,52,93,114,129,0,0,0,0,28,0,0,0,50,0,40,68,55,0,0,0,0,0,0,0,29,37,0,20,0,0,32,54,0,20
"ASV_260",0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,76,0,0,0,0,34,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0,117,61,147,104,0,0,0,0,0,0,57,0,0,24,44,97,168,142,251,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,32,0,0,0,26,55,42,0,58,0,0,0,46,30,0,0,0,0,0,20,0,0,18,27,0,445
"ASV_261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,16,15,9,0,5,0,0,0,0,0,9,7,7,0,0,0,0,0,0,0,0,8,39,68,25,7,0,0,0,0,0,44,53,181,211,145,137,125,94,118,82,138,9,28,17,10,11,56,80,42,39,32,13,0,0,48,0,0,0
"ASV_262",2,35,60,5,15,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,29,0,0,0,0,0,0,0,0,0,0,0,28,31,46,83,431,418,233,203,0,18,0,0,0,0,0,0,0,20,19,0,0,27,0,140,107,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,241,0,0,0,0,0,0,0,0,93,299,34,84,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,4,8,18,3,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,22,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,18,33,43,60,39,41,42,25,0,0,0,0,0,3,0,0,20,6,43,5,7,0,0,0,0,0,0,0,0,0,0,49,21,80,67,17,37,8,6,5,0,5,3,4,31,47,199,144,42,34,2,0,0,0,77,461,107,124,334,64,52,0,0,0,0,6,0,7,8,3,3,9,12,0,0,0,0,26,0,3,0,16,16,48,89,60,36,64,17,0,7
"ASV_264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,5,12,3,11,10,0,0,6,2,44,35,79,77,81,133,183,139,183,23,340,255,250,106,17,13,12,11,5,7,0,0,11,11,0,0
"ASV_265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,104,63,108,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,59,0,286,256,208,185,201,225,136,87,225,312,79,77
"ASV_266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,57,0,31,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961,743,207,109,62,15,20,51,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,21,58,73,0,184,75,122
"ASV_267",0,0,0,0,0,0,36,0,0,0,23,28,10,61,31,37,102,86,0,73,109,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,0,0,0,0,0,0,0,0,0,32,13,26,0,0,8,48,0,9,0,38,24,39,58,55,0,0,36,18,37,23,47,61,73,47,56,35,0,32,78,31,0,0,0,0,0,0,0,0,0,15,0,553
"ASV_268",0,22,16,16,13,68,92,15,52,3,0,12,0,0,51,38,14,44,126,510,564,0,15,0,0,0,0,0,0,0,9,16,23,35,36,59,47,24,37,19,52,23,4,0,9,0,18,0,27,0,12,0,0,0,0,17,0,38,42,45,80,46,54,41,15,0,47,0,0,0,0,10,16,0,10,13,0,0,0,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,27,22
"ASV_269",0,0,0,0,0,0,14,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,18,15,10,10,0,0,22,0,148,35,12,0,465,209,537,347,27,24,13,54,18,7,0,13,0,0,0,0,10,14,23,31,25,7,0,0,0,18,0,0,8,26,10,108,27,23,12,0,13,0,0,0,14,9,0,0,0,0,15,8,42,134,24,0,0,0,0,0,11,0,0,0,0,0,0,0,0,13,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
"ASV_270",0,0,17,0,8,0,13,0,0,5,20,20,29,12,34,0,7,0,0,22,17,16,68,50,133,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,78,94,107,125,71,0,0,0,0,0,11,0,72,72,85,60,0,0,578,67,67,0,39,0,0,0,16,14,5,0,0,0,0,7,9,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,86,33,50,24,11,0,0,0,0,0,5,0,47,32,18,0,19,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,9,13,12,0,69,59,36,28,25,12,4,0,21,0,0,0
"ASV_271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,340,650,15,25,0,0,2,0,6,7,0,0,2,0,0,5,0,0,0,0,0,20,0,0,0,93,159,189,125,126,12,4,0,0,0,0,0,0,34,44,0,0,0,717,72,53,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_273",0,2,0,0,0,0,5,15,22,2,6,10,7,14,25,26,8,3,0,5,5,0,0,0,5,0,2,0,0,0,0,4,0,0,0,0,0,0,0,5,8,11,0,0,0,9,8,3,18,13,34,14,13,0,0,0,0,2,0,3,10,4,13,4,3,2,14,4,26,21,14,0,13,13,7,21,0,0,0,0,0,0,0,0,5,19,7,32,3,2,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,8,0,3,0,0,0,5,0,6,3,7,7,4,0,0,0,0,0,0,15,7,0,0,3,0,0,5,226,265,51,24,31,27,34,52,72,14,38,101,193,136,242,47,23,15,24,18,4,9,15,4,10,24,2,46
"ASV_274",0,0,8,0,6,59,82,55,76,14,24,0,41,35,57,18,0,0,8,0,16,12,0,0,0,0,0,0,25,0,0,14,24,11,7,0,0,0,0,34,98,70,0,18,0,25,36,22,43,28,0,0,0,0,0,0,12,0,0,0,28,19,0,45,22,27,163,39,45,19,0,0,0,14,0,24,0,0,0,0,0,0,0,0,0,16,16,114,116,48,0,15,0,0,0,0,0,0,33,41,0,16,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,32,40,31,24,21,36,36,24,29,18,14,21,81,45,15,16,0,19,14,8,8,10,0,23,0,29
"ASV_275",0,22,26,0,3,0,25,0,0,0,0,18,15,3,0,0,0,0,0,0,5,0,0,0,4,32,50,30,20,24,38,36,52,27,0,7,0,8,19,5,42,36,0,0,0,16,19,17,47,118,89,0,6,0,0,0,0,14,9,11,5,6,14,12,8,61,11,6,7,0,6,5,3,12,21,12,0,0,0,9,6,0,0,3,0,6,5,2,0,0,0,0,0,0,6,0,0,0,0,0,8,0,22,18,0,23,0,0,0,0,0,3,0,41,35,67,89,0,0,0,0,0,5,0,23,24,128,266,103,92,0,0,0,0,8,0,3,0,5,3,0,8,0,6,5,0,6,3,0,0,0,0,26,157,93,74,64,65,6,12
"ASV_276",0,34,28,25,47,86,182,22,23,0,60,51,94,39,41,37,0,0,0,42,42,50,58,0,28,0,0,0,0,0,5,0,0,0,0,0,0,17,28,33,215,232,0,50,29,49,85,76,44,30,35,0,16,0,0,0,0,17,12,44,45,84,17,87,39,86,19,0,0,0,9,0,0,0,0,0,0,0,0,46,33,10,20,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
